title,description,link,guid
"Cross training","Tuesday, August 1, 2017, 6&nbsp;&ndash;&nbsp;7am <br/><br/><img src=""http://www.trumba.com/i/DgAtLSb0CNM40JxbNjnFihGV.jpg"" title=""Cross training"" alt=""Cross training"" width=""132"" height=""79"" /><br/><br/>Bookings essential. High intensity weight resistance training and aerobic exercises. All fitness levels welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Jen&#39;s Outdoor Gym on 0410 010 316. <br/><b>Meeting point</b>:&nbsp;Near gym equipment area <br/><b>Age</b>:&nbsp;16 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221624&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Jack Cook Memorial Park, Taringa</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.4936949,152.9920029(Jack+Cook+Memorial+Park%2c+Taringa)"" target=""_blank"">Jack Cook Memorial Park, 99 Gailey Road, Taringa</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954430,
"Cross training",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954430,,"Bookings essential. High intensity weight resistance training and aerobic exercises. All fitness levels welcome."
"Fitness challenge","Tuesday, August 1, 2017, 6&nbsp;&ndash;&nbsp;7am <br/><br/><img src=""http://www.trumba.com/i/DgDqfu5V1eG7by8xtaRWP521.jpg"" title=""Fitness challenge"" alt=""Fitness challenge"" width=""132"" height=""79"" /><br/><br/>Get fit, lose weight, tone up for a healthier and fitter you. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Fitness 4 U on 0412 552 885. <br/><b>Meeting point</b>:&nbsp;Playground <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=269805&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Kingfisher Park, Kenmore</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.5241328,152.9331436(Kingfisher+Park%2c+Kenmore)"" target=""_blank"">Kingfisher Park, 160 Gem Road, Kenmore</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d124003159,
"Fitness challenge",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d124003159,,"Get fit, lose weight, tone up for a healthier and fitter you."
"Tai Chi Qigong","Tuesday, August 1, 2017, 8&nbsp;&ndash;&nbsp;9am <br/><br/><img src=""http://www.trumba.com/i/DgBtxkqFoKDPcPYvoBD5lL8j.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au/"" target=""_blank"">www.livingchi.com.au</a> <br/><b>Meeting point</b>:&nbsp;Near car park, Jolimont Street, Sherwood <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221674&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Sherwood Arboretum, Sherwood</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.532236,152.977318(Sherwood+Arboretum%2c+Sherwood)"" target=""_blank"">Sherwood Arboretum, 57 Dewar Terrace, Sherwood</a> <br/><b>Boat ramp facilities</b>:&nbsp;Single pontoon <br/><b>Boat ramp information</b>:&nbsp;Sherwood Forest Park Pontoon,  Status: open <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954440,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954440,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
"Tai Chi Qigong","Tuesday, August 1, 2017, 8:30&nbsp;&ndash;&nbsp;9:30am <br/><br/><img src=""http://www.trumba.com/i/DgAxY0Zm3xTBSnZIL%2AQkyk4Z.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;$5 <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au/"" target=""_blank"">www.livingchi.com.au</a> <br/><b>Meeting point</b>:&nbsp;Car park <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221679&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Teralba Park, Everton Park</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.403471,152.980156(Teralba+Park%2c+Everton+Park)"" target=""_blank"">Teralba Park, 120 Pullen Road, Everton Park</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954472,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954472,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
"Tai Chi Qigong","Tuesday, August 1, 2017, 8:30&nbsp;&ndash;&nbsp;9:30am <br/><br/><img src=""http://www.trumba.com/i/DgBIDSTAJx3QrxaFqtlz7SQ8.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;$5 <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au/"" target=""_blank"">www.livingchi.com.au</a> <br/><b>Meeting point</b>:&nbsp;Near Scout Hall <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221623&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Huxtable Park, Chermside West</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.38707,153.012603(Huxtable+Park%2c+Chermside+West)"" target=""_blank"">Huxtable Park, 61 Maundrell Terrace, Chermside West</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954449,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954449,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
"Fit mums strength and core","Tuesday, August 1, 2017, 9:15&nbsp;&ndash;&nbsp;10:15am <br/><br/><img src=""http://www.trumba.com/i/DgBZMnPNU-PyWYplXDz4laj7.jpg"" title=""Fit mums strength and core"" alt=""Fit mums strength and core"" width=""132"" height=""79"" /><br/><br/>An exercise class that includes a mix of cardio, strength and core stability work. Mums, dads and bubs welcome. Bring a towel, no bookings required. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Debbie at Mums-ercise on 0407 146 605. <br/><b>Meeting point</b>:&nbsp;On the grass near the kids playground <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221635&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Lavarack Park, Camp Hill</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.489695,153.083754(Lavarack+Park%2c+Camp+Hill)"" target=""_blank"">Lavarack Park, 29 Aubrey Street, Camp Hill</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954504,
"Fit mums strength and core",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954504,,"An exercise class that includes a mix of cardio, strength and core stability work. Mums, dads and bubs welcome. Bring a towel, no bookings required."
Pilates,"Tuesday, August 1, 2017, 9:15&nbsp;&ndash;&nbsp;10:15am <br/><br/><img src=""http://www.trumba.com/i/DgDE8WxaO4FAJOiksznXb1aI.jpg"" title=""Pilates"" alt=""Pilates"" width=""132"" height=""79"" /><br/><br/>A beginner to immediate workout combining elements of pilates strengthening, stretching and exercises specially designed to improve posture, reduce stress and tone your body. This workout is suitable for adults of all ages. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Jenny at Ziprfit on 0403 859 013. <br/><b>Meeting point</b>:&nbsp;Half way between the basketball court and playground <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=248179&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Joe Bradfield Centre Park, Carina</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.49185049,153.0913254(Joe+Bradfield+Centre+Park%2c+Carina)"" target=""_blank"">Joe Bradfield Centre Park, 28 Nyrang Street, Carina</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954512,
Pilates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954512,,"A beginner to immediate workout combining elements of pilates strengthening, stretching and exercises specially designed to improve posture, reduce stress and tone your body. This workout is suitable for adults of all ages."
Dance2BFit,"Tuesday, August 1, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgCnKIIxZK0ejjP6-vZw9Xud.jpg"" title=""Dance2BFit"" alt=""Dance2BFit"" width=""132"" height=""79"" /><br/><br/>Dance2BFit is a high energy dance fitness class which provides a full body workout. It incorporates all styles of dance and movement. It&#39;s fun, it&#39;s easy, it&#39;s different and it&#39;s effective. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone BFit4Life - Dance, Cheer &amp; Fitness on 0415 651 290. <br/><b>Meeting point</b>:&nbsp;Undercover area to the right of the park entrance <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221671&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Rocks Riverside Park, Seventeen Mile Rocks</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.542285,152.960407(Rocks+Riverside+Park%2c+Seventeen+Mile+Rocks)"" target=""_blank"">Rocks Riverside Park, 531 Seventeen Mile Rocks Road, Seventeen Mile Rocks</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954521,
Dance2BFit,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954521,,"Dance2BFit is a high energy dance fitness class which provides a full body workout. It incorporates all styles of dance and movement. It's fun, it's easy, it's different and it's effective."
"Kindy dance","Tuesday, August 1, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgCXkkuXpiBB53Ajtt6ZScIv.jpg"" title=""Kindy dance"" alt=""Kindy dance"" width=""132"" height=""79"" /><br/><br/>Toddlers and pre schoolers can enjoy moving to music, while you watch their confidence grow! Children will learn different movement patterns and dance moves, along with plenty of fun dance based games. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Lynn at Kelly Sports on 0416 837 937. <br/><b>Meeting point</b>:&nbsp;Amphitheatre <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=473703&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Ken Fletcher Park, Tennyson</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.5244213,153.005343(Ken+Fletcher+Park%2c+Tennyson)"" target=""_blank"">Ken Fletcher Park, 167 King Arthur Terrace, Tennyson</a> <br/><b>Boat ramp facilities</b>:&nbsp;Single pontoon <br/><b>Boat ramp information</b>:&nbsp;Pontoon: open (wheelchair accessible) <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954531,
"Kindy dance",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954531,,"Toddlers and pre schoolers can enjoy moving to music, while you watch their confidence grow! Children will learn different movement patterns and dance moves, along with plenty of fun dance based games."
"Low impact fitness and pilates","Tuesday, August 1, 2017, 9:30&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgDP-7BldaFeDCsngj3A515H.jpg"" title=""Low impact fitness and pilates"" alt=""Low impact fitness and pilates"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Easy movement and fitness exercises including a warm-up, strength, pilates and warm down. Bring a yoga mat. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Jen&#39;s Outdoor Gym on 0410 010 316. <br/><b>Meeting point</b>:&nbsp;Near gym equipment area <br/><b>Requirements</b>:&nbsp;Yoga mat, small dumbbells optional <br/><b>Age</b>:&nbsp;16 years and over <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=245016&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Guyatt Park, St Lucia</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.49371,153.000913(Guyatt+Park%2c+St+Lucia)"" target=""_blank"">Guyatt Park, 19 Hiron Street, St Lucia</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954542,
"Low impact fitness and pilates",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954542,,"Bookings essential. Easy movement and fitness exercises including a warm-up, strength, pilates and warm down. Bring a yoga mat."
"Soccer for tots (2-3 years)","Tuesday, August 1, 2017, 9:30&nbsp;&ndash;&nbsp;10am <br/><br/><img src=""http://www.trumba.com/i/DgDGXscEwVFvAGYDKH6hHRih.jpg"" title=""Soccer for tots (2-3 years)"" alt=""Soccer for tots (2-3 years)"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Get the children to develop their motor skills, balance, coordination while strengthening their relationship with their parents through fun games. They will learn a new skill every session. Parents are actively involved in this fun activity. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Mauricio at Grasshopper Soccer on 0430 588 067. <br/><b>Meeting point</b>:&nbsp;Playground <br/><b>Requirements</b>:&nbsp;Closed in shoes <br/><b>Age</b>:&nbsp;2-3 years <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221603&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Dorrington Park, Ashgrove</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.440247,152.985687(Dorrington+Park%2c+Ashgrove)"" target=""_blank"">Dorrington Park, 5 Mirrabooka Road, Ashgrove</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954551,
"Soccer for tots (2-3 years)",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954551,,"Bookings essential. Get the children to develop their motor skills, balance, coordination while strengthening their relationship with their parents through fun games. They will learn a new skill every session. Parents are actively involved in this fun activity."
"Fitness for all","Ozcare, 48 Peel Street, South Brisbane <br/>Tuesday, August 1, 2017, 10&nbsp;&ndash;&nbsp;11am <br/><br/><img src=""http://www.trumba.com/i/DgBx6Bqd%2AaQdhVpbtaDGBfRE.jpg"" title=""Fitness for all"" alt=""Fitness for all"" width=""132"" height=""83"" /><br/><br/>A cardiovascular and strength based training program targeting the upper and lower body, focused on coordination and safe boxing techniques. This class can be adapted for all fitness levels. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Edwardo at Inclusive Fitness Solutions on 0433 975 766. <br/><b>Meeting point</b>:&nbsp;Meet at reception <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954556,
"Fitness for all",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954556,,"A cardiovascular and strength based training program targeting the upper and lower body, focused on coordination and safe boxing techniques. This class can be adapted for all fitness levels."
"Soccer for young children (4-5 years)","Tuesday, August 1, 2017, 10&nbsp;&ndash;&nbsp;10:30am <br/><br/><img src=""http://www.trumba.com/i/DgBxhVDbbK9n1dy0d3JYm9PA.jpg"" title=""Soccer for young children (4-5 years)"" alt=""Soccer for young children (4-5 years)"" width=""132"" height=""79"" /><br/><br/>Bookings essential. Introducing young children to the basic concepts of soccer. Along with ball skills, they will also learn how to kick the ball and play the &quot;big game&quot;. Each game will be 1v1 or 2v2 which gives the child a feel of what it&#39;s like to play a real soccer game. Parents are actively involved in this great activity. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Mauricio at Grasshopper Soccer on 0430 588 067. <br/><b>Meeting point</b>:&nbsp;Playground <br/><b>Requirements</b>:&nbsp;Closed in shoes <br/><b>Age</b>:&nbsp;4-5 years <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221603&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Dorrington Park, Ashgrove</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.440247,152.985687(Dorrington+Park%2c+Ashgrove)"" target=""_blank"">Dorrington Park, 5 Mirrabooka Road, Ashgrove</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954564,
"Soccer for young children (4-5 years)",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954564,,"Bookings essential. Introducing young children to the basic concepts of soccer. Along with ball skills, they will also learn how to kick the ball and play the ""big game"". Each game will be 1v1 or 2v2 which gives the child a feel of what it's like to play a real soccer game. Parents are actively involved in this great activity."
Yogalates,"Tuesday, August 1, 2017, 10&nbsp;&ndash;&nbsp;11am <br/><br/><img src=""http://www.trumba.com/i/DgBx0Bls8RMFMthNXg0HH8Jx.jpg"" title=""Yogalates"" alt=""Yogalates"" width=""132"" height=""79"" /><br/><br/>Yoga and pilates fusion, a fitness routine that combines pilates exercises with the postures and breathing techniques of yoga. Suitable for all ages, no previous yoga experience required. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Tatiana on 0439 643 586. <br/><b>Meeting point</b>:&nbsp;Next to club house <br/><b>Requirements</b>:&nbsp;Yoga mat or towel <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221624&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Jack Cook Memorial Park, Taringa</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.4936949,152.9920029(Jack+Cook+Memorial+Park%2c+Taringa)"" target=""_blank"">Jack Cook Memorial Park, 99 Gailey Road, Taringa</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954495,
Yogalates,http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123954495,,"Yoga and pilates fusion, a fitness routine that combines pilates exercises with the postures and breathing techniques of yoga. Suitable for all ages, no previous yoga experience required."
"Baby bootcamp","Tuesday, August 1, 2017, 10:30&nbsp;&ndash;&nbsp;11:30am <br/><br/><img src=""http://www.trumba.com/i/DgB%2Ae%2AwLOQztCXGiKcsMf0-z.jpg"" title=""Baby bootcamp"" alt=""Baby bootcamp"" width=""132"" height=""79"" /><br/><br/>Bookings essential. A post-natal group fitness session aiming to re-build strength, tone and overall cardio fitness following the birth of your baby. Great opportunity to meet other mums. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Bookings essential. To book phone Jill at FitLiving on 0431 778 513. <br/><b>Meeting point</b>:&nbsp;At the tennis wall near AFL carpark <br/><b>Requirements</b>:&nbsp;Baby in pram <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=221621&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">Hawthorne Park, Hawthorne</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.46368217,153.0620424(Hawthorne+Park%2c+Hawthorne)"" target=""_blank"">Hawthorne Park, 140 Riding Road, Hawthorne</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123976974,
"Baby bootcamp",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123976974,,"Bookings essential. A post-natal group fitness session aiming to re-build strength, tone and overall cardio fitness following the birth of your baby. Great opportunity to meet other mums."
"Tai Chi Qigong","Tuesday, August 1, 2017, 12:30&nbsp;&ndash;&nbsp;1:30pm <br/><br/><img src=""http://www.trumba.com/i/DgC0kXwBxSbE11NrOrARyB-t.jpg"" title=""Tai Chi Qigong"" alt=""Tai Chi Qigong"" width=""132"" height=""79"" /><br/><br/>This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world&#39;s most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome. <br/><br/><b>Cost</b>:&nbsp;Free <br/><b>Event type</b>:&nbsp;Fitness &amp; well-being, Free <br/><b>Bookings</b>:&nbsp;Not required. For more information phone Australian Academy of Tai Chi and Qigong on 07 3358 1955 or visit <a href=""http://www.livingchi.com.au/"" target=""_blank"">www.livingchi.com.au</a> <br/><b>Meeting point</b>:&nbsp;Grass area above duck pond, next to waterfall, Alice St Brisbane <br/><b>Venue</b>:&nbsp;<a href=""javascript:Nav(&#39;objectid=200265&amp;objecttype=19243&amp;view=object&amp;-childview=&amp;-index=&#39;,&#39;detailBase&#39;)"">City Botanic Gardens, Brisbane City</a> <br/><b>Venue address</b>:&nbsp;<a href=""http://maps.google.com/?q=-27.473798,153.029947(City+Botanic+Gardens%2c+Brisbane+City)"" target=""_blank"">City Botanic Gardens, 147 Alice Street, Brisbane City</a> <br/><br/>",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123976990,
"Tai Chi Qigong",http://www.brisbane.qld.gov.au/whats-on/events-listed-type/sports-recreation-programs/active-parks-events?trumbaEmbed=view%3devent%26eventid%3d123976990,,"This dynamic activity is invigorating, works with both your body and your mind and will help you feel relaxed, refreshed and calm. Tai Chi is becoming recognised as the world's most beneficial healthy system. Rejuvenate your body and learn to create a tranquil mind. Join any week - all welcome."
